Broncode/Source code|Referentie/Reference
MI0201.02524| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2524 Peper Spaanse rauw
MI0201.02548| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2548 Kroket vlees- diepvries onbereid
MI0201.02726| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2726 Wortel bospeen rauw
MI0201.02737| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2737 Ui sla- rauw
MI0201.02739| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2739 Komkommer m schil rauw
MI0201.02744| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2744 Aardappelen Nicola z schil gekookt
MI0201.02748| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2748 Peer m schil
MI0201.02749| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2749 Druiven blauwe m schil
MI0201.02751| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2751 Appel Elstar m schil
MI0201.02759| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2759 Kaas Goudse 48+ oud
MI0201.02764| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2764 Speculaas z roomboter
MI0201.02766| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2766 Worst rook- varkens gekookt
MI0201.02769| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2769 Ei kippen- scharrel rauw
MI0201.02770| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2770 Ei kippen- scharrel gekookt
MI0201.02779| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2779 Pasta witte z ei gekookt
MI0201.02783| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2783 Brood meergranen- m div zaden obv bloem
MI0201.02811| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2811 Brood volkoren- fijn
MI0201.02844| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2844 Noten macadamia- ongezouten
MI0201.02923| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2923 Chips naturel
MI0201.02924| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  2924 Chips paprika ea smaken
MI0201.03034| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3034 Gehakt mager runder- rauw
MI0201.03045| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3045 Kaas schapen-/geiten- Turkse 50+ blik
MI0201.03047| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3047 Yoghurt Turkse 10% vet
MI0201.03153| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3153 Quinoa rauw
MI0201.03219| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3219 Kiwi gele
MI0201.03243| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3243 Olie kokos-
MI0201.03318| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3318 Koolvis (Alaska) rauw
MI0201.03352| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3352 Soeppoeder
MI0201.03449| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3449 Olie koolzaad-/raapzaad-
MI0201.03451| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  3451 Olie palm-
MI0201.05041| Vetzuursamenstelling berekend obv het vetzuurpatroon van vergelijkbaar product:  5041 Olie plantaardig gem
MI0207| Berekend obv andere voedingsstoffen mbv een formule:  som van de vetzuren = totaal vet * vetzuurconversiefactor
MI0218| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren n-6 meervoudig onverzadigd cis = som afzonderlijke n-6 meervoudig onverzadigde vetzuren. Voor meer informatie zie Samenstelling vetzuurclusters   op NEVO-website
MI0219| Berekend obv andere voedingsstoffen mbv een formule:  vetzuren n-3 meervoudig onverzadigd cis = som afzonderlijke n-3 meervoudig onverzadigde vetzuren. Voor meer informatie zie Samenstelling vetzuurclusters   op NEVO-website
MI0220| Berekend obv andere voedingsstoffen mbv een formule:  verzadigde vetzuren = verzadigde vet * conversiefactor
MI0221| Berekend obv andere voedingsstoffen mbv een formule:  enkelvoudig onverzadigde vetzuren = enkelvoudig onverzadigde vet * conversiefactor
MI0222| Berekend obv andere voedingsstoffen mbv een formule:  meervoudig onverzadigde vetzuren = meervoudig onverzadigde vet * conversiefactor
MI0223| Berekend obv andere voedingsstoffen mbv een formule:  trans vetzuren = trans vet * conversiefactor
MI0232.00001| Overname van vergelijkbaar product:  1 Aardappelen rauw
MI0232.00002| Overname van vergelijkbaar product:  2 Aardappelen nieuwe rauw
MI0232.00003| Overname van vergelijkbaar product:  3 Aardappelen oude rauw
MI0232.00004| Overname van vergelijkbaar product:  4 Pasta witte rauw
MI0232.00005| Overname van vergelijkbaar product:  5 Rijst witte rauw
MI0232.00007| Overname van vergelijkbaar product:  7 Andijvie rauw
MI0232.00008| Overname van vergelijkbaar product:  8 Andijvie gekookt
MI0232.00009| Overname van vergelijkbaar product:  9 Asperge witte rauw
MI0232.00010| Overname van vergelijkbaar product:  10 Aubergine rauw
MI0232.00014| Overname van vergelijkbaar product:  14 Kool bloem- rauw
MI0232.00016| Overname van vergelijkbaar product:  16 Kool boeren- gekookt
MI0232.00017| Overname van vergelijkbaar product:  17 Cantharel rauw
MI0232.00019| Overname van vergelijkbaar product:  19 Champignon rauw
MI0232.00020| Overname van vergelijkbaar product:  20 Champignon gekookt
MI0232.00021| Overname van vergelijkbaar product:  21 Kool Chinese rauw
MI0232.00027| Overname van vergelijkbaar product:  27 Komkommer z schil rauw
MI0232.00029| Overname van vergelijkbaar product:  29 Koolraap gekookt
MI0232.00031| Overname van vergelijkbaar product:  31 Paprika groene rauw
MI0232.00033| Overname van vergelijkbaar product:  33 Rozijnen gedroogd
MI0232.00037| Overname van vergelijkbaar product:  37 Prei gekookt
MI0232.00038| Overname van vergelijkbaar product:  38 Raapstelen rauw
MI0232.00040| Overname van vergelijkbaar product:  40 Rabarber rauw
MI0232.00042| Overname van vergelijkbaar product:  42 Kool rode gekookt
MI0232.00045| Overname van vergelijkbaar product:  45 Schorseneren rauw
MI0232.00046| Overname van vergelijkbaar product:  46 Sla krop- rauw
MI0232.00049| Overname van vergelijkbaar product:  49 Bonen snij- rauw
MI0232.00050| Overname van vergelijkbaar product:  50 Bonen sperzie- rauw
MI0232.00051| Overname van vergelijkbaar product:  51 Spinazie rauw
MI0232.00052| Overname van vergelijkbaar product:  52 Spinazie gekookt
MI0232.00054| Overname van vergelijkbaar product:  54 Kool spits- gekookt
MI0232.00055| Overname van vergelijkbaar product:  55 Spruitjes gekookt
MI0232.00057| Overname van vergelijkbaar product:  57 Mais suiker- gekookt
MI0232.00060| Overname van vergelijkbaar product:  60 Tomaat gewoon rauw
MI0232.00061| Overname van vergelijkbaar product:  61 Tomaat gewoon gekookt
MI0232.00062| Overname van vergelijkbaar product:  62 Bonen tuin- rauw
MI0232.00063| Overname van vergelijkbaar product:  63 Ui rauw
MI0232.00064| Overname van vergelijkbaar product:  64 Ui gekookt
MI0232.00067| Overname van vergelijkbaar product:  67 Witlof rauw
MI0232.00069| Overname van vergelijkbaar product:  69 Kool witte rauw
MI0232.00070| Overname van vergelijkbaar product:  70 Kool witte gekookt
MI0232.00072| Overname van vergelijkbaar product:  72 Wortel gekookt gem
MI0232.00073| Overname van vergelijkbaar product:  73 Kool zuur- rauw
MI0232.00074| Overname van vergelijkbaar product:  74 Kool zuur- gekookt
MI0232.00078| Overname van vergelijkbaar product:  78 Meel gries-
MI0232.00080| Overname van vergelijkbaar product:  80 Bloem rijste-
MI0232.00085| Overname van vergelijkbaar product:  85 Eidooier kippen- rauw
MI0232.00095| Overname van vergelijkbaar product:  95 Paardenvlees rauw
MI0232.00108| Overname van vergelijkbaar product:  108 Kip m vel rauw
MI0232.00110| Overname van vergelijkbaar product:  110 Konijn wild rauw
MI0232.00111| Overname van vergelijkbaar product:  111 Mosselen gekookt
MI0232.00112| Overname van vergelijkbaar product:  112 Paling rauw
MI0232.00114| Overname van vergelijkbaar product:  114 Vis mager 0-5 g vet gem rauw
MI0232.00115| Overname van vergelijkbaar product:  115 Vis matig vet >2-10 g vet gem rauw
MI0232.00122| Overname van vergelijkbaar product:  122 Chips gem
MI0232.00123| Overname van vergelijkbaar product:  123 Frites ongezouten bereid (NA)
MI0232.00124| Overname van vergelijkbaar product:  124 Radijs rauw
MI0232.00128| Overname van vergelijkbaar product:  128 Peterselie vers
MI0232.00130| Overname van vergelijkbaar product:  130 Asperge witte blik/glas
MI0232.00131| Overname van vergelijkbaar product:  131 Augurk zuur
MI0232.00132| Overname van vergelijkbaar product:  132 Augurk zoetzuur
MI0232.00133| Overname van vergelijkbaar product:  133 Champignon blik/glas
MI0232.00135| Overname van vergelijkbaar product:  135 Doperwten zeer fijn/extra fijn blik/glas
MI0232.00136| Overname van vergelijkbaar product:  136 Doperwten m wortelen blik/glas
MI0232.00138| Overname van vergelijkbaar product:  138 Bonen snij- blik/glas
MI0232.00144| Overname van vergelijkbaar product:  144 Ui zilver- zoetzuur glas
MI0232.00146| Overname van vergelijkbaar product:  146 Spinazie diepvries gekookt
MI0232.00147| Overname van vergelijkbaar product:  147 Appel z schil gem
MI0232.00150| Overname van vergelijkbaar product:  150 Ananas
MI0232.00151| Overname van vergelijkbaar product:  151 Banaan
MI0232.00152| Overname van vergelijkbaar product:  152 Bessen blauwe
MI0232.00153| Overname van vergelijkbaar product:  153 Bessen rode
MI0232.00155| Overname van vergelijkbaar product:  155 Bessen bos-
MI0232.00158| Overname van vergelijkbaar product:  158 Citroen
MI0232.00159| Overname van vergelijkbaar product:  159 Cranberry vers
MI0232.00163| Overname van vergelijkbaar product:  163 Kersen
MI0232.00165| Overname van vergelijkbaar product:  165 Mandarijn
MI0232.00166| Overname van vergelijkbaar product:  166 Meloen net-
MI0232.00168| Overname van vergelijkbaar product:  168 Peer z schil
MI0232.00169| Overname van vergelijkbaar product:  169 Perzik z schil
MI0232.00170| Overname van vergelijkbaar product:  170 Pruimen m schil
MI0232.00171| Overname van vergelijkbaar product:  171 Sinaasappel
MI0232.00174| Overname van vergelijkbaar product:  174 Aardbeien op siroop blik/glas
MI0232.00177| Overname van vergelijkbaar product:  177 Ananas op siroop blik/glas
MI0232.00178| Overname van vergelijkbaar product:  178 Appeltjes gedroogd
MI0232.00179| Overname van vergelijkbaar product:  179 Appelmoes blik/glas
MI0232.00182| Overname van vergelijkbaar product:  182 Frambozen op siroop blik/glas
MI0232.00183| Overname van vergelijkbaar product:  183 Fruitcocktail op siroop blik/glas
MI0232.00188| Overname van vergelijkbaar product:  188 Peren op siroop blik/glas
MI0232.00195| Overname van vergelijkbaar product:  195 Babyvoeding fruit 8 mnd
MI0232.00198| Overname van vergelijkbaar product:  198 Noten amandelen z vliesje ongezouten
MI0232.00199| Overname van vergelijkbaar product:  199 Noten cashew- ongezouten
MI0232.00202| Overname van vergelijkbaar product:  202 Kokosnootvlees
MI0232.00203| Overname van vergelijkbaar product:  203 Noten para- ongezouten
MI0232.00204| Overname van vergelijkbaar product:  204 Pinda's ongezouten
MI0232.00206| Overname van vergelijkbaar product:  206 Noten wal- ongezouten
MI0232.00208| Overname van vergelijkbaar product:  208 Meel boekweit-
MI0232.00209| Overname van vergelijkbaar product:  209 Ontbijtproduct Cornflakes Kellogg's
MI0232.00210| Overname van vergelijkbaar product:  210 Custardpoeder
MI0232.00212| Overname van vergelijkbaar product:  212 Gort parel- rauw
MI0232.00213| Overname van vergelijkbaar product:  213 Mout haver-
MI0232.00214| Overname van vergelijkbaar product:  214 Mais pof- gedroogd
MI0232.00215| Overname van vergelijkbaar product:  215 Maizena
MI0232.00216| Overname van vergelijkbaar product:  216 Puddingpoeder
MI0232.00217| Overname van vergelijkbaar product:  217 Bloem rogge- 60% uitmaling
MI0232.00218| Overname van vergelijkbaar product:  218 Meel rogge-
MI0232.00220| Overname van vergelijkbaar product:  220 Bloem tarwe- patent
MI0232.00222| Overname van vergelijkbaar product:  222 Meel volkoren tarwe-
MI0232.00225| Overname van vergelijkbaar product:  225 Ontbijtproduct Brinta
MI0232.00227| Overname van vergelijkbaar product:  227 Beschuit naturel
MI0232.00228| Overname van vergelijkbaar product:  228 Cracker cream-
MI0232.00229| Overname van vergelijkbaar product:  229 Knackebrod gem
MI0232.00230| Overname van vergelijkbaar product:  230 Broodje wit zacht
MI0232.00233| Overname van vergelijkbaar product:  233 Brood krenten-
MI0232.00234| Overname van vergelijkbaar product:  234 Voedingsbiscuit Liga Baby 6-12 mnd
MI0232.00236| Overname van vergelijkbaar product:  236 Brood tarwe-
MI0232.00240| Overname van vergelijkbaar product:  240 Koek ontbijt-
MI0232.00242| Overname van vergelijkbaar product:  242 Brood rogge- donker
MI0232.00246| Overname van vergelijkbaar product:  246 Brood volkoren- gem v fijn en grof
MI0232.00248| Overname van vergelijkbaar product:  248 Brood wit- water
MI0232.00252| Overname van vergelijkbaar product:  252 Biscuit
MI0232.00253| Overname van vergelijkbaar product:  253 Cake z roomboter
MI0232.00258| Overname van vergelijkbaar product:  258 Koekje gem
MI0232.00261| Overname van vergelijkbaar product:  261 Speculaas gem
MI0232.00262| Overname van vergelijkbaar product:  262 Sprits m roomboter
MI0232.00263| Overname van vergelijkbaar product:  263 Biscuit tarwe-/volkoren-
MI0232.00264| Overname van vergelijkbaar product:  264 Biscuit zoute
MI0232.00265| Overname van vergelijkbaar product:  265 Bladerdeeg z roomboter, bereid
MI0232.00270| Overname van vergelijkbaar product:  270 Melk rauwe
MI0232.00272| Overname van vergelijkbaar product:  272 Melk chocolade- volle
MI0232.00274| Overname van vergelijkbaar product:  274 Creamer koffie-
MI0232.00276| Overname van vergelijkbaar product:  276 Vla chocolade- volle
MI0232.00278| Overname van vergelijkbaar product:  278 Yoghurt volle
MI0232.00279| Overname van vergelijkbaar product:  279 Melk volle
MI0232.00280| Overname van vergelijkbaar product:  280 Melk koffie- volle
MI0232.00282| Overname van vergelijkbaar product:  282 Vla vanille- volle
MI0232.00284| Overname van vergelijkbaar product:  284 Yoghurt vruchten- magere
MI0232.00285| Overname van vergelijkbaar product:  285 Melk koffie- halfvolle
MI0232.00286| Overname van vergelijkbaar product:  286 Melk halfvolle
MI0232.00289| Overname van vergelijkbaar product:  289 Melk karne-
MI0232.00293| Overname van vergelijkbaar product:  293 Room koffie-
MI0232.00294| Overname van vergelijkbaar product:  294 Melk magere
MI0232.00298| Overname van vergelijkbaar product:  298 Pap rijste-
MI0232.00299| Overname van vergelijkbaar product:  299 Room slag- onbereid
MI0232.00301| Overname van vergelijkbaar product:  301 Yoghurt magere
MI0232.00303| Overname van vergelijkbaar product:  303 IJs room/vanille- gem
MI0232.00305| Overname van vergelijkbaar product:  305 Kwark magere
MI0232.00307| Overname van vergelijkbaar product:  307 Kwark volle
MI0232.00309| Overname van vergelijkbaar product:  309 Vet bak- en braad- 0-20 g linolzuur
MI0232.00310| Overname van vergelijkbaar product:  310 Boter ongezouten
MI0232.00314| Overname van vergelijkbaar product:  314 Vet varkens- uitgesmolten
MI0232.00317| Overname van vergelijkbaar product:  317 Olie zonnebloem-
MI0232.00320| Overname van vergelijkbaar product:  320 Fazant rauw
MI0232.00322| Overname van vergelijkbaar product:  322 Frikandel bereid m vloeibaar frituurvet
MI0232.00324| Overname van vergelijkbaar product:  324 Worst rook- gekookt gem
MI0232.00326| Overname van vergelijkbaar product:  326 Kroket vlees- bereid m vloeibaar frituurvet
MI0232.00330| Overname van vergelijkbaar product:  330 Kalkoen rauw
MI0232.00333| Overname van vergelijkbaar product:  333 Lever runder- gekookt (vleeswaar)
MI0232.00335| Overname van vergelijkbaar product:  335 Pastei lever-
MI0232.00336| Overname van vergelijkbaar product:  336 Luncheon meat blik
MI0232.00338| Overname van vergelijkbaar product:  338 Pekelvlees
MI0232.00340| Overname van vergelijkbaar product:  340 Runderrookvlees
MI0232.00343| Overname van vergelijkbaar product:  343 Spek rook- vet rauw
MI0232.00347| Overname van vergelijkbaar product:  347 Bokking gerookt
MI0232.00348| Overname van vergelijkbaar product:  348 Garnalen Hollandse gekookt
MI0232.00350| Overname van vergelijkbaar product:  350 Haring gezouten
MI0232.00351| Overname van vergelijkbaar product:  351 Krab in water blik
MI0232.00353| Overname van vergelijkbaar product:  353 Makreel rauw
MI0232.00368| Overname van vergelijkbaar product:  368 Bami goreng blik
MI0232.00369| Overname van vergelijkbaar product:  369 Loempia gefrituurd in plantaardige olie
MI0232.00371| Overname van vergelijkbaar product:  371 Nasi goreng blik/diepvries
MI0232.00376| Overname van vergelijkbaar product:  376 Stroop huishoud-
MI0232.00377| Overname van vergelijkbaar product:  377 Suiker kristal-
MI0232.00381| Overname van vergelijkbaar product:  381 Stroop suiker-
MI0232.00383| Overname van vergelijkbaar product:  383 Sap appel-
